CustomerKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,email,AnnualIncome,TotalChildren,EducationLevel,Occupation
13505,Jamie,S,Cai,15-07-1961,M,F,jamie25@adventure-works.com,10000,2,Partial College,Manual
13506,Willie,,Guo,05-02-1972,S,M,willie16@adventure-works.com,10000,2,Partial College,Manual
13507,Margaret,J,Patterson,13-04-1961,M,F,margaret4@adventure-works.com,10000,2,Partial College,Manual
13508,Cassandra,T,Sanchez,06-02-1943,M,F,cassandra21@adventure-works.com,20000,1,Graduate Degree,Clerical
13509,Lucas,,Johnson,04-03-1943,M,M,lucas14@adventure-works.com,30000,1,Graduate Degree,Clerical
13510,Jon,R,Shen,12-05-1951,M,M,jon43@adventure-works.com,10000,2,Partial College,Manual
13511,Ernest,,Liu,01-11-1946,S,M,ernest4@adventure-works.com,10000,2,Partial College,Manual
13512,Ken,,Sánchez,28-03-1947,M,F,ken3@adventure-works.com,10000,2,Partial College,Manual
13513,Abigail,R,Henderson,08-03-1947,M,F,abigail73@adventure-works.com,30000,1,Bachelors,Clerical
13514,Lindsay,,Luo,11-08-1947,S,F,lindsay6@adventure-works.com,10000,3,Partial College,Manual
13515,Cara,M,Liang,01-01-1948,M,F,cara12@adventure-works.com,20000,1,Partial College,Manual
13516,Harold,A,Ray,16-08-1947,M,M,harold8@adventure-works.com,30000,1,Bachelors,Clerical
13517,Nicolas,D,Sharma,07-11-1947,S,M,nicolas7@adventure-works.com,30000,1,Bachelors,Clerical
13518,Brendan,,Goldstein,11-01-1985,S,M,brendan17@adventure-works.com,10000,0,Partial College,Manual
13519,Lucas,,Foster,01-04-1984,S,M,lucas64@adventure-works.com,10000,0,Partial College,Manual
13520,Carol,,Nelson,08-08-1983,S,F,carol13@adventure-works.com,10000,0,Partial College,Manual
13521,Sandra,N,Lu,25-07-1983,S,F,sandra18@adventure-works.com,10000,0,Partial College,Manual
13522,Logan,,Taylor,23-05-1983,S,M,logan60@adventure-works.com,10000,0,High School,Manual
13523,Adrienne,,Ruiz,03-05-1982,S,F,adrienne2@adventure-works.com,10000,0,High School,Manual
13524,Cheryl,,Blanco,08-02-1984,M,F,cheryl18@adventure-works.com,20000,0,Bachelors,Clerical
13525,Cassandra,,Van,09-08-1983,M,F,cassandra4@adventure-works.com,20000,0,Bachelors,Clerical
13526,Krystal,D,Liu,21-01-1984,M,F,krystal4@adventure-works.com,20000,0,Bachelors,Clerical
13527,Tonya,N,Andersen,15-01-1983,M,F,tonya12@adventure-works.com,20000,0,Partial College,Manual
13528,Carmen,S,Lopez,10-03-1983,M,F,carmen1@adventure-works.com,20000,0,Partial College,Manual
13529,Pamela,A,Martinez,30-11-1982,S,F,pamela21@adventure-works.com,20000,0,Partial College,Manual
13530,Krystal,D,Chen,24-03-1949,M,F,krystal2@adventure-works.com,40000,1,Graduate Degree,Clerical
13531,Tyrone,,Gutierrez,10-09-1966,M,M,tyrone10@adventure-works.com,30000,4,Graduate Degree,Clerical
13532,Melody,V,Gill,12-04-1972,M,F,melody14@adventure-works.com,30000,4,Graduate Degree,Clerical
13533,Eduardo,G,Butler,18-11-1972,S,M,eduardo58@adventure-works.com,30000,4,Graduate Degree,Clerical
13534,Beth,,Navarro,14-01-1967,M,F,beth12@adventure-works.com,30000,3,Graduate Degree,Clerical
13535,Omar,J,Nara,09-12-1965,S,M,omar37@adventure-works.com,20000,1,Partial College,Manual
13536,Arianna,,Ward,10-11-1975,S,F,arianna34@adventure-works.com,10000,1,High School,Manual
13537,Jill,E,Moreno,08-04-1965,S,F,jill14@adventure-works.com,10000,1,High School,Manual
13538,Vanessa,,Henderson,20-02-1976,S,F,vanessa5@adventure-works.com,20000,2,Partial College,Manual
13539,Roger,,Guo,11-10-1964,S,M,roger22@adventure-works.com,30000,3,Graduate Degree,Clerical
13540,Paula,,Ortega,30-08-1976,M,F,paula23@adventure-works.com,40000,3,Graduate Degree,Clerical
13541,Ashlee,,Xu,09-02-1966,M,F,ashlee12@adventure-works.com,40000,3,Graduate Degree,Clerical
13542,Sharon,C,Kumar,23-05-1969,M,F,sharon14@adventure-works.com,30000,1,Bachelors,Clerical
13543,Phillip,,Rana,30-01-1964,S,M,phillip12@adventure-works.com,30000,1,Bachelors,Clerical
13544,Joy,L,Martin,03-12-1981,S,F,joy1@adventure-works.com,20000,0,Partial College,Manual
13545,Brad,J,Sharma,14-12-1975,M,M,brad9@adventure-works.com,30000,0,Bachelors,Clerical
13546,Mitchell,D,Jai,19-01-1976,M,M,mitchell10@adventure-works.com,30000,0,Bachelors,Clerical
13547,Michele,,Jimenez,07-02-1980,S,F,michele40@adventure-works.com,10000,2,High School,Manual
13548,Bridget,M,Jai,25-03-1976,M,F,bridget13@adventure-works.com,30000,0,Bachelors,Clerical
13549,Richard,,King,15-10-1974,S,M,richard21@adventure-works.com,10000,2,High School,Manual
13550,Joe,,Malhotra,29-11-1974,S,M,joe9@adventure-works.com,20000,0,Partial College,Manual
13551,Jacob,,Lee,03-06-1975,M,M,jacob18@adventure-works.com,30000,0,Bachelors,Clerical
13552,Trevor,L,Hughes,30-08-1974,S,M,trevor11@adventure-works.com,30000,0,Bachelors,Clerical
13553,Jessica,,Coleman,14-10-1980,M,F,jessica30@adventure-works.com,30000,1,Bachelors,Clerical
13554,Paula,W,Moreno,14-05-1975,M,F,paula9@adventure-works.com,30000,1,Bachelors,Clerical
13555,Tammy,L,Smith,09-09-1980,M,F,tammy9@adventure-works.com,40000,0,Graduate Degree,Clerical
13556,Alisha,,Nath,13-05-1975,S,F,alisha43@adventure-works.com,40000,0,Graduate Degree,Clerical
13557,Stacey,A,Liu,22-01-1975,M,F,stacey4@adventure-works.com,40000,0,Graduate Degree,Clerical
13558,Karen,K,Lu,18-06-1980,M,F,karen21@adventure-works.com,40000,0,Graduate Degree,Clerical
13559,Lori,M,Ramos,15-12-1974,S,F,lori18@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
13560,Andres,T,Shan,12-08-1980,M,M,andres7@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
13561,Gary,E,Navarro,04-02-1975,M,M,gary21@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
13562,Bryant,,Van,12-01-1975,S,M,bryant4@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
13563,Phillip,M,Sai,29-01-1975,M,M,phillip6@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
13564,Sabrina,,Blanco,22-09-1957,M,F,sabrina9@adventure-works.com,10000,3,Partial College,Manual
13565,Tiffany,K,Zhao,12-09-1973,M,F,tiffany10@adventure-works.com,10000,3,Partial College,Manual
13566,Mikael,,Sandberg,23-12-1956,S,F,mikael1@adventure-works.com,10000,3,High School,Manual
13567,Anne,T,Rubio,24-03-1957,M,F,anne21@adventure-works.com,10000,4,High School,Manual
13568,Max,C,Jimenez,01-11-1956,M,M,max6@adventure-works.com,10000,4,High School,Manual
13569,Marcus,,Hall,10-08-1979,S,M,marcus25@adventure-works.com,10000,2,High School,Manual
13570,Benjamin,J,Jackson,23-12-1973,S,M,benjamin48@adventure-works.com,10000,2,High School,Manual
13571,Allen,I,Mehta,04-09-1979,M,M,allen12@adventure-works.com,10000,2,High School,Manual
13572,Shaun,,Deng,11-03-1974,S,M,shaun3@adventure-works.com,10000,3,High School,Manual
13573,Edwin,M,Pal,03-06-1974,M,M,edwin35@adventure-works.com,20000,1,Partial College,Manual
13574,Brenda,,Garcia,31-08-1973,S,F,brenda18@adventure-works.com,20000,1,Partial College,Manual
13575,Alicia,D,Shen,22-02-1950,M,F,alicia1@adventure-works.com,70000,5,High School,Professional
13576,Tamara,,Lal,17-06-1961,S,F,tamara20@adventure-works.com,160000,3,Bachelors,Management
13577,Theodore,,Torres,11-02-1951,M,M,theodore12@adventure-works.com,70000,5,High School,Professional
13578,Karl,G,Nath,22-10-1950,M,M,karl19@adventure-works.com,70000,5,High School,Professional
13579,Alan,,Chen,22-02-1957,M,M,alan6@adventure-works.com,110000,3,Bachelors,Management
13580,Carol,P,Xu,15-01-1952,M,F,carol24@adventure-works.com,110000,3,Bachelors,Management
13581,Albert,W,Blanco,17-04-1952,M,M,albert15@adventure-works.com,130000,4,Partial College,Professional
13582,Martha,,Gao,21-03-1952,M,F,martha14@adventure-works.com,130000,4,Partial College,Professional
13583,Blake,,Butler,11-05-1960,S,M,blake62@adventure-works.com,90000,3,High School,Professional
13584,Isaiah,E,Cox,13-08-1964,S,M,isaiah9@adventure-works.com,70000,4,High School,Professional
13585,Savannah,,Morris,13-05-1964,M,F,savannah17@adventure-works.com,80000,4,Partial College,Professional
13586,Larry,B,Alonso,17-05-1964,M,M,larry10@adventure-works.com,80000,4,Partial College,Professional
13587,Kristina,,Subram,23-05-1960,S,F,kristina13@adventure-works.com,100000,3,High School,Professional
13588,Deb,A,Dominguez,31-08-1959,M,F,deb5@adventure-works.com,130000,3,Partial College,Professional
13589,Cameron,M,Smith,13-10-1964,S,M,cameron42@adventure-works.com,90000,4,Partial College,Professional
13590,Louis,B,Xie,15-11-1958,M,M,louis20@adventure-works.com,170000,0,Bachelors,Management
13591,Latasha,A,Alonso,21-05-1964,M,F,latasha8@adventure-works.com,170000,0,Bachelors,Management
13592,Gabriella,J,Collins,04-06-1963,M,F,gabriella23@adventure-works.com,70000,5,Partial High School,Skilled Manual
13593,Deanna,A,Navarro,15-02-1958,S,F,deanna36@adventure-works.com,100000,3,Partial College,Professional
13594,Jessica,A,Williams,17-07-1957,M,F,jessica49@adventure-works.com,100000,3,Partial College,Professional
13595,Cole,L,Stewart,29-11-1956,S,M,cole23@adventure-works.com,70000,5,Partial High School,Skilled Manual
13596,Billy,R,Gomez,13-12-1956,M,M,billy2@adventure-works.com,80000,4,High School,Professional
13597,Lance,D,Gutierrez,01-02-1957,M,M,lance11@adventure-works.com,90000,4,High School,Professional
13598,Keith,R,Luo,12-08-1962,M,M,keith8@adventure-works.com,120000,4,Partial College,Professional
13599,Valerie,M,Zhu,11-01-1962,M,F,valerie16@adventure-works.com,120000,4,Partial College,Professional
13600,Marie,,Sanz,18-08-1956,M,F,marie44@adventure-works.com,170000,4,Partial College,Professional
13601,Tanya,N,Dominguez,03-11-1955,M,F,tanya9@adventure-works.com,100000,3,Partial College,Management
13602,Virginia,,Mehta,14-11-1955,M,F,virginia16@adventure-works.com,110000,4,Partial College,Management
13603,Molly,S,Martinez,29-11-1955,M,F,molly16@adventure-works.com,120000,4,Partial College,Management
13604,Nuan,,Zheng,07-09-1961,M,M,nuan3@adventure-works.com,130000,4,High School,Management
13605,Gerrit,Jan,Straatsma,18-05-1955,M,M,gerrit0@adventure-works.com,80000,5,High School,Management
13606,Drew,,Sharma,29-12-1954,M,M,drew10@adventure-works.com,100000,3,Partial College,Management
13607,Levi,J,Rana,01-04-1960,S,M,levi10@adventure-works.com,110000,4,High School,Management
13608,Karla,H,Kumar,19-10-1954,M,F,karla8@adventure-works.com,120000,4,High School,Management
13609,Ramon,K,Yang,11-04-1960,M,M,ramon4@adventure-works.com,150000,5,High School,Management
13610,Omar,R,Sharma,28-05-1954,M,M,omar29@adventure-works.com,80000,5,High School,Management
13611,Marshall,L,Huang,20-09-1953,M,M,marshall5@adventure-works.com,90000,4,High School,Management
13612,Hailey,C,Ross,20-08-1952,M,F,hailey25@adventure-works.com,130000,5,Partial High School,Professional
13613,Derek,E,Jai,22-06-1981,M,M,derek10@adventure-works.com,60000,0,Bachelors,Professional
13614,Julie,,Becker,21-04-1986,S,F,julie22@adventure-works.com,60000,0,Bachelors,Professional
13615,Jacquelyn,I,Rowe,23-09-1980,S,F,jacquelyn22@adventure-works.com,60000,0,Bachelors,Professional
13616,Cole,E,Ramirez,24-09-1981,M,M,cole9@adventure-works.com,70000,0,Bachelors,Professional
13617,Gerald,,Suri,14-09-1981,M,M,gerald29@adventure-works.com,70000,0,Bachelors,Professional
13618,Jay,M,Raman,14-05-1982,S,M,jay19@adventure-works.com,70000,0,Bachelors,Professional
13619,Arturo,,Xu,08-11-1981,M,M,arturo13@adventure-works.com,70000,0,Bachelors,Professional
13620,Damien,M,Ye,31-07-1981,S,M,damien7@adventure-works.com,70000,0,Bachelors,Professional
13621,Melody,,Ruiz,01-08-1979,M,F,melody2@adventure-works.com,60000,0,Bachelors,Professional
13622,Alan,,Wang,04-11-1979,M,M,alan29@adventure-works.com,70000,0,Partial High School,Professional
13623,Mitchell,,Carson,12-09-1978,M,M,mitchell13@adventure-works.com,80000,0,Bachelors,Professional
13624,Nicole,C,Long,06-09-1979,S,F,nicole58@adventure-works.com,80000,0,Bachelors,Professional
13625,Jason,J,Campbell,29-10-1984,M,M,jason36@adventure-works.com,90000,0,Bachelors,Professional
13626,Johnathan,D,Madan,16-09-1984,M,M,johnathan9@adventure-works.com,90000,0,Bachelors,Professional
13627,Natasha,K,Rubio,04-01-1978,M,F,natasha21@adventure-works.com,80000,0,Bachelors,Professional
13628,Kaitlin,,Schmidt,20-06-1979,M,F,kaitlin10@adventure-works.com,110000,0,Partial College,Management
13629,Karla,W,Yuan,18-01-1978,M,F,karla7@adventure-works.com,90000,0,Bachelors,Professional
13630,Brenda,,Arun,13-09-1977,S,F,brenda10@adventure-works.com,90000,0,Bachelors,Professional
13631,Joe,,Subram,03-05-1978,M,M,joe16@adventure-works.com,90000,0,Bachelors,Professional
13632,Cheryl,C,Munoz,06-08-1977,S,F,cheryl9@adventure-works.com,90000,0,Bachelors,Professional
13633,Juan,,Ramos,09-09-1977,S,M,juan5@adventure-works.com,90000,0,Bachelors,Professional
13634,Alexis,L,Russell,16-08-1977,M,F,alexis43@adventure-works.com,100000,0,High School,Management
13635,Kurt,D,Deng,22-08-1976,M,M,kurt1@adventure-works.com,80000,0,Bachelors,Professional
13636,Jarrod,,Rodriguez,01-07-1976,M,M,jarrod18@adventure-works.com,90000,0,Bachelors,Professional
13637,Victoria,S,Cooper,08-03-1978,M,F,victoria35@adventure-works.com,110000,0,Partial College,Management
13638,Diana,,Alvarez,09-01-1978,S,F,diana3@adventure-works.com,110000,0,High School,Management
13639,Colin,,Liang,03-02-1977,M,M,colin18@adventure-works.com,100000,0,High School,Management
13640,Rachael,G,Patel,14-10-1976,M,F,rachael3@adventure-works.com,100000,0,High School,Management
13641,Adrian,K,Watson,15-11-1975,S,M,adrian2@adventure-works.com,90000,0,Bachelors,Professional
13642,Cassie,,Nara,08-04-1976,M,F,cassie15@adventure-works.com,100000,0,High School,Management
13643,Ronald,B,Sai,04-04-1976,S,M,ronald7@adventure-works.com,100000,0,Partial High School,Professional
13644,Kristi,M,Dominguez,30-09-1975,M,F,kristi8@adventure-works.com,100000,0,Partial High School,Professional
13645,Eugene,L,He,15-03-1976,S,M,eugene23@adventure-works.com,100000,0,Partial High School,Professional
13646,Terry,R,Yuan,05-10-1981,M,M,terry10@adventure-works.com,110000,0,High School,Management
13647,Armando,M,Alonso,11-12-1975,S,M,armando8@adventure-works.com,120000,0,Partial High School,Professional
13648,Arturo,,Sharma,05-10-1981,S,M,arturo34@adventure-works.com,120000,0,Partial High School,Professional
13649,Rebekah,,Suarez,04-11-1976,M,F,rebekah39@adventure-works.com,110000,0,Partial High School,Professional
13650,Jessie,A,She,07-07-1976,M,M,jessie29@adventure-works.com,110000,0,Partial High School,Management
13651,Jerry,C,Sharma,05-03-1977,M,M,jerry10@adventure-works.com,120000,0,Partial High School,Management
13652,Tamara,A,Zeng,22-02-1947,M,F,tamara11@adventure-works.com,90000,5,Bachelors,Management
13653,Tony,,Chander,22-09-1946,M,M,tony18@adventure-works.com,90000,5,Bachelors,Management
13654,Shawn,R,Andersen,05-08-1946,M,M,shawn15@adventure-works.com,100000,2,Graduate Degree,Management
13655,Christopher,L,Walker,31-12-1951,M,M,christopher23@adventure-works.com,100000,2,Graduate Degree,Management
13656,Faith,,Howard,21-04-1952,M,F,faith30@adventure-works.com,110000,2,Graduate Degree,Management
13657,Kaylee,M,Collins,12-09-1946,S,F,kaylee22@adventure-works.com,110000,2,Graduate Degree,Management
13658,Wyatt,J,Bennett,10-09-1946,M,M,wyatt53@adventure-works.com,130000,2,Bachelors,Management
13659,Clayton,,Shan,17-04-1947,M,M,clayton28@adventure-works.com,130000,2,Bachelors,Management
13660,Ethan,,Davis,06-09-1947,M,M,ethan37@adventure-works.com,70000,5,Bachelors,Management
13661,Andre,M,Sara,06-05-1981,M,M,andre10@adventure-works.com,40000,1,Bachelors,Skilled Manual
13662,Miguel,C,Roberts,20-11-1985,S,M,miguel39@adventure-works.com,20000,0,Partial High School,Manual
13663,Melvin,R,Tang,02-08-1984,S,M,melvin4@adventure-works.com,10000,0,Partial High School,Manual
13664,Larry,T,Diaz,10-08-1978,S,M,larry4@adventure-works.com,10000,0,Partial High School,Manual
13665,Kristi,,Randall,15-02-1984,M,F,kristi28@adventure-works.com,10000,0,Partial High School,Manual
13666,Teresa,,Ruiz,14-01-1979,S,F,teresa3@adventure-works.com,20000,0,Partial High School,Manual
13667,Andres,,Deng,08-11-1978,S,M,andres0@adventure-works.com,20000,0,Partial High School,Manual
13668,Stanley,Z,Martinez,03-10-1974,M,M,stanley19@adventure-works.com,60000,5,Bachelors,Professional
13669,Kristy,,Gill,30-08-1968,M,F,kristy12@adventure-works.com,60000,3,Bachelors,Professional
13670,Brittney,K,Zeng,26-03-1969,S,F,brittney21@adventure-works.com,60000,3,Bachelors,Professional
13671,Frank,,Ramos,07-08-1979,S,M,frank25@adventure-works.com,30000,0,Partial College,Clerical
13672,Benjamin,C,Davis,05-12-1985,S,M,benjamin39@adventure-works.com,20000,0,Partial High School,Manual
13673,Sandra,,He,13-05-1986,S,F,sandra26@adventure-works.com,20000,0,Partial High School,Manual
13674,Drew,L,Shen,12-07-1985,S,M,drew2@adventure-works.com,20000,0,Partial High School,Manual
13675,Stanley,,Sai,07-10-1985,S,M,stanley6@adventure-works.com,20000,0,Partial High School,Manual
13676,George,L,Kapoor,14-01-1986,M,M,george7@adventure-works.com,20000,0,Partial High School,Manual
13677,Brian,T,Albrecht,25-09-1983,S,F,brian35@adventure-works.com,30000,0,High School,Manual
13678,Warren,A,Goel,23-12-1979,M,M,warren9@adventure-works.com,40000,1,Bachelors,Skilled Manual
13679,Sandra,,Li,03-08-1979,M,F,sandra9@adventure-works.com,40000,1,Bachelors,Skilled Manual
13680,Jan,K,Watson,16-05-1980,M,F,jan4@adventure-works.com,40000,1,Bachelors,Skilled Manual
13681,Adam,A,Hall,18-05-1979,S,M,adam51@adventure-works.com,30000,0,High School,Manual
13682,Fernando,M,Lopez,23-10-1978,S,M,fernando27@adventure-works.com,30000,0,High School,Manual
13683,Sheila,C,Torres,02-06-1979,S,F,sheila12@adventure-works.com,30000,0,High School,Manual
13684,Francis,,Dominguez,11-05-1983,S,M,francis10@adventure-works.com,10000,0,Partial High School,Manual
13685,Briana,,Torres,13-02-1984,M,F,briana11@adventure-works.com,40000,1,Bachelors,Skilled Manual
13686,Peter,,Jai,13-04-1979,M,M,peter17@adventure-works.com,40000,1,Bachelors,Skilled Manual
13687,Mario,,Xie,15-02-1979,M,M,mario2@adventure-works.com,40000,1,Bachelors,Skilled Manual
13688,Ruben,S,Sanchez,17-12-1978,S,M,ruben21@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
13689,Teresa,,Ramos,19-10-1978,S,F,teresa18@adventure-works.com,50000,0,Graduate Degree,Skilled Manual
13690,Claudia,,Gao,16-08-1977,S,F,claudia13@adventure-works.com,20000,0,Partial High School,Manual
13691,Ariana,J,Bailey,19-10-1983,S,F,ariana14@adventure-works.com,40000,2,Partial College,Clerical
13692,Curtis,E,Li,18-10-1983,M,M,curtis3@adventure-works.com,40000,2,Partial College,Clerical
13693,Dominic,L,Gonzalez,05-08-1976,S,M,dominic19@adventure-works.com,20000,0,Partial High School,Manual
13694,Savannah,E,Gray,10-12-1982,S,F,savannah4@adventure-works.com,30000,0,High School,Manual
13695,Christian,H,Clark,20-10-1976,S,M,christian38@adventure-works.com,30000,0,High School,Manual
13696,Katherine,,Edwards,14-05-1977,S,F,katherine50@adventure-works.com,40000,2,Partial College,Clerical
13697,Jésus,K,Munoz,21-12-1976,S,M,jésus6@adventure-works.com,40000,2,Partial College,Clerical
13698,Catherine,,Sanchez,31-03-1976,S,F,catherine21@adventure-works.com,40000,2,Partial College,Clerical
13699,Rachel,,Alexander,21-07-1980,S,F,rachel67@adventure-works.com,40000,3,Partial College,Clerical
13700,Evan,S,Howard,30-08-1980,S,M,evan12@adventure-works.com,40000,3,Partial College,Clerical
13701,Haley,,Scott,22-05-1980,S,F,haley51@adventure-works.com,40000,3,Partial College,Clerical
13702,Jessie,D,Suarez,14-12-1979,S,F,jessie38@adventure-works.com,40000,3,Partial College,Clerical
13703,Mackenzie,J,Sanders,02-12-1979,S,F,mackenzie2@adventure-works.com,30000,0,Graduate Degree,Skilled Manual
13704,Victoria,J,Davis,09-03-1980,S,F,victoria6@adventure-works.com,30000,0,Graduate Degree,Skilled Manual
13705,Blake,,Mitchell,09-02-1980,S,M,blake38@adventure-works.com,30000,0,Graduate Degree,Skilled Manual
13706,Kaitlyn,S,Peterson,13-12-1980,S,F,kaitlyn61@adventure-works.com,40000,3,Partial College,Clerical
13707,Austin,,Smith,18-05-1981,M,M,austin39@adventure-works.com,40000,4,Partial College,Clerical
13708,Jennifer,G,Bennett,01-10-1971,S,F,jennifer76@adventure-works.com,60000,0,Graduate Degree,Skilled Manual
13709,Zachary,L,Robinson,07-02-1983,S,M,zachary49@adventure-works.com,60000,0,Graduate Degree,Skilled Manual
13710,Destiny,M,Harris,11-01-1972,S,F,destiny13@adventure-works.com,60000,0,Graduate Degree,Skilled Manual
13711,Thomas,J,Mitchell,29-01-1972,S,M,thomas48@adventure-works.com,60000,0,Graduate Degree,Skilled Manual
13712,Nancy,E,Martinez,30-12-1971,S,F,nancy21@adventure-works.com,60000,0,Graduate Degree,Skilled Manual
13713,Alexander,M,Walker,06-08-1971,S,M,alexander10@adventure-works.com,60000,0,Graduate Degree,Skilled Manual
13714,Amanda,,Ward,15-01-1959,M,F,amanda12@adventure-works.com,20000,2,High School,Manual
13715,Eduardo,,Sanchez,21-06-1964,M,M,eduardo84@adventure-works.com,30000,1,Bachelors,Skilled Manual
13716,Brandon,,Jai,11-12-1958,M,M,brandon28@adventure-works.com,30000,1,Bachelors,Skilled Manual
13717,Audrey,H,Gill,10-01-1959,M,F,audrey15@adventure-works.com,30000,1,Bachelors,Skilled Manual
13718,Marcus,,Barnes,21-02-1959,M,M,marcus52@adventure-works.com,30000,1,Bachelors,Skilled Manual
13719,Isaac,,Carter,26-05-1960,M,M,isaac32@adventure-works.com,20000,2,Partial High School,Manual
13720,Cameron,R,Johnson,18-03-1960,M,M,cameron43@adventure-works.com,20000,3,Partial High School,Manual
13721,Lucas,A,Howard,08-04-1965,S,M,lucas83@adventure-works.com,20000,3,Partial High School,Clerical
13722,Luke,,Campbell,22-06-1960,M,M,luke38@adventure-works.com,30000,1,High School,Manual
13723,Leonard,D,Raje,02-08-1965,M,M,leonard15@adventure-works.com,30000,1,High School,Clerical
13724,Charles,J,Thompson,11-08-1959,M,M,charles19@adventure-works.com,40000,1,Partial College,Clerical
13725,Nathan,,Henderson,04-10-1965,M,M,nathan1@adventure-works.com,40000,1,Partial College,Clerical
13726,Austin,C,Lewis,01-01-1960,M,M,austin36@adventure-works.com,40000,1,Partial College,Clerical
13727,Paula,A,Rubio,02-10-1971,M,F,paula22@adventure-works.com,40000,1,Partial College,Clerical
13728,Taylor,,Stewart,22-02-1961,M,F,taylor1@adventure-works.com,40000,1,Partial College,Clerical
13729,Jason,,Li,08-04-1961,M,M,jason24@adventure-works.com,40000,1,Partial College,Clerical
13730,Walter,E,Suarez,23-06-1961,M,M,walter12@adventure-works.com,40000,1,Partial College,Clerical
13731,Jan,R,James,15-10-1960,S,F,jan6@adventure-works.com,80000,5,Graduate Degree,Skilled Manual
13732,Julian,A,Isla,02-10-1971,S,F,julian0@adventure-works.com,80000,5,Graduate Degree,Skilled Manual
13733,Sydney,V,Collins,21-03-1962,M,F,sydney46@adventure-works.com,40000,1,Partial College,Clerical
13734,Kristi,A,Gonzalez,02-01-1973,M,F,kristi36@adventure-works.com,40000,1,Partial College,Clerical
13735,Dennis,,Guo,04-11-1961,M,M,dennis19@adventure-works.com,40000,1,Partial College,Clerical
13736,Cole,R,Rivera,16-01-1978,M,M,cole17@adventure-works.com,40000,1,Partial College,Clerical
13737,Garrett,,Sanders,24-05-1962,M,M,garrett7@adventure-works.com,40000,1,Partial College,Clerical
13738,Jose,,Young,22-09-1961,M,M,jose53@adventure-works.com,40000,1,Partial College,Clerical
13739,Jason,H,Coleman,12-02-1962,M,M,jason3@adventure-works.com,40000,1,Partial College,Clerical
13740,Jada,,Ramirez,06-04-1963,M,F,jada3@adventure-works.com,40000,1,Partial College,Clerical
13741,Haley,A,Morgan,18-04-1963,M,F,haley4@adventure-works.com,40000,1,Partial College,Clerical
13742,Benjamin,,Ross,19-04-1963,M,M,benjamin5@adventure-works.com,40000,1,Partial College,Clerical
13743,Isabella,,Anderson,21-04-1963,M,F,isabella65@adventure-works.com,40000,1,Partial College,Clerical
13744,Alvin,C,Andersen,08-10-1968,M,M,alvin35@adventure-works.com,40000,1,Partial College,Clerical
13745,Andrew,J,Robinson,28-07-1962,M,M,andrew25@adventure-works.com,40000,1,Partial College,Clerical
13746,Janelle,E,Madan,24-08-1962,M,F,janelle7@adventure-works.com,40000,1,Partial College,Clerical
13747,Brian,J,Torres,06-04-1974,M,M,brian16@adventure-works.com,40000,1,Partial College,Clerical
13748,José,A,Martinez,06-04-1969,M,M,josé79@adventure-works.com,80000,4,Graduate Degree,Skilled Manual
13749,Julio,C,Alonso,18-09-1969,M,M,julio8@adventure-works.com,80000,4,Graduate Degree,Skilled Manual
13750,Raymond,A,Sai,01-12-1963,M,M,raymond7@adventure-works.com,80000,4,Graduate Degree,Skilled Manual
13751,Allison,M,Rivera,18-03-1964,S,F,allison16@adventure-works.com,80000,4,Graduate Degree,Skilled Manual
13752,Isabella,L,Parker,09-09-1963,S,F,isabella38@adventure-works.com,80000,4,Graduate Degree,Skilled Manual
13753,Rebecca,,Nicholls,30-08-1963,S,F,rebecca12@adventure-works.com,80000,4,Graduate Degree,Skilled Manual
13754,Paige,,Peterson,24-01-1964,S,F,paige28@adventure-works.com,80000,4,Graduate Degree,Skilled Manual
13755,Luke,J,Roberts,15-01-1970,S,M,luke35@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13756,Kaylee,S,Young,28-11-1964,S,F,kaylee40@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13757,Jordyn,N,Griffin,02-01-1965,S,F,jordyn19@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13758,Alexandria,A,Bell,18-11-1964,S,F,alexandria36@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13759,Jackson,,Scott,13-01-1965,M,M,jackson44@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13760,Brian,L,Cooper,21-12-1964,M,M,brian20@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13761,Logan,H,Powell,01-03-1965,M,M,logan11@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13762,Gavin,,Long,20-08-1964,M,M,gavin9@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13763,Stephanie,D,Richardson,09-04-1965,S,F,stephanie15@adventure-works.com,60000,4,Graduate Degree,Skilled Manual
13764,Stephanie,J,Parker,15-12-1973,M,F,stephanie55@adventure-works.com,20000,1,Partial College,Manual
13765,Jaime,,Shen,08-02-1974,M,M,jaime26@adventure-works.com,30000,1,Bachelors,Clerical
13766,Joe,,Gill,03-08-1973,M,M,joe37@adventure-works.com,30000,1,Bachelors,Clerical
